cell,time (min),A intensity (a.u.),B intensity (a.u.),C intensity (a.u.),X intensity (a.u.)
2,192.308,0.042,0.088,0.057,0.521
2,193.980,0.057,0.081,0.053,0.215
2,195.652,0.083,0.082,0.061,0.172
2,197.324,0.078,0.070,0.041,0.065
2,198.997,0.074,0.044,0.136,0.310
2,200.669,0.160,0.048,0.255,0.072
2,202.341,0.357,0.098,0.401,0.136
2,204.013,0.474,0.155,0.465,0.064
2,205.686,0.504,0.243,0.512,0.033
2,207.358,0.485,0.301,0.569,0.054
2,209.030,0.458,0.385,0.557,0.099
2,210.702,0.416,0.407,0.623,0.094
2,212.375,0.511,0.454,0.738,0.139
2,214.047,0.510,0.464,0.733,0.005
2,215.719,0.653,0.510,0.785,0.087
2,217.391,0.660,0.546,0.757,0.099
2,219.064,0.671,0.592,0.811,0.374
2,220.736,0.710,0.602,0.726,0.507
2,222.408,0.641,0.628,0.643,0.359
2,224.080,0.705,0.618,0.555,0.455
2,225.753,0.693,0.686,0.469,0.603
2,227.425,0.668,0.757,0.388,0.434
2,229.097,0.693,0.800,0.330,0.490
2,230.769,0.781,0.779,0.309,0.369
2,232.441,0.749,0.822,0.255,0.207
2,234.114,0.772,0.782,0.261,0.446
2,235.786,0.801,0.802,0.307,0.550
2,237.458,0.809,0.761,0.343,0.559
2,239.130,0.743,0.807,0.439,0.539
2,240.803,0.628,0.753,0.425,0.110
2,242.475,0.724,0.702,0.367,0.122
2,244.147,0.761,0.710,0.296,0.325
2,245.819,0.772,0.716,0.261,0.568
2,247.492,0.761,0.717,0.208,0.470
2,249.164,0.663,0.739,0.201,0.286
2,250.836,0.701,0.738,0.181,0.584
2,252.508,0.652,0.744,0.159,0.431
2,254.181,0.579,0.756,0.173,0.341
2,255.853,0.567,0.721,0.227,0.326
2,257.525,0.670,0.757,0.296,0.443
2,259.197,0.685,0.766,0.407,0.518
2,260.870,0.693,0.778,0.446,0.367
2,262.542,0.728,0.749,0.476,0.549
2,264.214,0.750,0.769,0.433,0.549
2,265.886,0.674,0.777,0.377,0.496
2,267.559,0.670,0.829,0.352,0.320
2,269.231,0.646,0.828,0.260,0.448
2,270.903,0.599,0.814,0.251,0.356
2,272.575,0.635,0.789,0.194,0.487
2,274.247,0.558,0.813,0.165,0.429
2,275.920,0.512,0.812,0.148,0.411
2,277.592,0.486,0.867,0.126,0.404
2,279.264,0.413,0.884,0.085,0.522
2,280.936,0.358,0.791,0.078,0.405
2,282.609,0.269,0.727,0.091,0.604
2,284.281,0.176,0.641,0.066,0.401
2,285.953,0.150,0.582,0.047,0.643
2,287.625,0.152,0.496,0.061,0.255
2,289.298,0.111,0.396,0.028,0.427
2,290.970,0.085,0.340,0.024,0.362
2,292.642,0.120,0.300,0.021,0.535
2,294.314,0.084,0.255,0.038,0.780
2,295.987,0.060,0.232,0.038,0.730
2,297.659,0.061,0.223,0.020,0.553
2,299.331,0.065,0.185,0.033,0.410
2,301.003,0.056,0.170,0.022,0.469
2,302.676,0.064,0.159,0.010,0.554
2,304.348,0.060,0.128,0.013,0.321
2,306.020,0.059,0.099,0.057,0.189
2,307.692,0.056,0.097,0.017,0.191
2,309.365,0.070,0.109,0.019,0.131
2,311.037,0.079,0.072,0.010,0.029
2,312.709,0.032,0.076,0.027,0.081
2,314.381,0.043,0.060,0.038,0.221
2,316.054,0.049,0.060,0.010,0.418
2,317.726,0.060,0.057,0.014,0.643
2,319.398,0.108,0.046,0.017,0.330
2,321.070,0.092,0.031,0.039,0.715
2,322.742,0.088,0.025,0.009,0.504
2,324.415,0.087,0.019,0.003,0.552
2,326.087,0.057,0.038,0.028,0.634
2,327.759,0.049,0.034,0.013,0.467
2,329.431,0.100,0.013,0.029,0.453
2,331.104,0.097,0.032,0.029,0.382
2,332.776,0.098,0.035,0.029,0.602
2,334.448,0.120,0.033,0.004,0.400
2,336.120,0.099,0.035,0.011,0.445
2,337.793,0.092,0.026,0.026,0.558
2,339.465,0.090,0.025,0.032,0.448
2,341.137,0.054,0.026,0.000,0.407
2,342.809,0.063,0.018,0.007,0.343
2,344.482,0.053,0.021,0.007,0.358
2,346.154,0.048,0.026,0.006,0.532
2,347.826,0.095,0.018,0.037,0.471
2,349.498,0.119,0.040,0.019,0.424
2,351.171,0.087,0.028,0.009,0.551
2,352.843,0.055,0.025,0.011,0.472
2,354.515,0.064,0.033,0.001,0.302
2,356.187,0.058,0.022,0.000,0.388
2,357.860,0.067,0.020,0.112,0.463
2,359.532,0.241,0.024,0.253,0.583
2,361.204,0.374,0.102,0.312,0.396
2,362.876,0.387,0.155,0.454,0.417
2,364.548,0.486,0.236,0.542,0.177
2,366.221,0.600,0.350,0.584,0.150
2,367.893,0.563,0.425,0.683,0.050
2,369.565,0.684,0.506,0.712,0.026
2,371.237,0.657,0.552,0.753,0.081
2,372.910,0.630,0.579,0.812,0.320
2,374.582,0.679,0.587,0.825,0.705
2,376.254,0.698,0.617,0.846,0.449
2,377.926,0.746,0.642,0.806,0.346
2,379.599,0.814,0.687,0.825,0.550
2,381.271,0.854,0.695,0.896,0.480
2,382.943,0.736,0.701,0.826,0.396
2,384.615,0.775,0.650,0.836,0.462
2,386.288,0.841,0.686,0.782,0.334
2,387.960,0.804,0.723,0.781,0.331
2,389.632,0.775,0.727,0.808,0.375
2,391.304,0.755,0.749,0.733,0.256
2,392.977,0.745,0.791,0.621,0.568
2,394.649,0.694,0.746,0.547,0.363
2,396.321,0.696,0.804,0.575,0.466
2,397.993,0.740,0.818,0.532,0.367
2,399.666,0.723,0.834,0.445,0.374
2,401.338,0.714,0.824,0.365,0.289
2,403.010,0.781,0.845,0.338,0.566
2,404.682,0.817,0.855,0.297,0.677
2,406.355,0.682,0.854,0.377,0.519
2,408.027,0.720,0.910,0.388,0.564
2,409.699,0.741,0.899,0.530,0.558
2,411.371,0.755,0.940,0.582,0.508
2,413.043,0.667,0.884,0.592,0.364
2,414.716,0.683,0.887,0.646,0.263
2,416.388,0.739,0.905,0.625,0.359
2,418.060,0.820,0.912,0.627,0.485
2,419.732,0.811,0.879,0.667,0.291
2,421.405,0.827,0.850,0.638,0.307
2,423.077,0.686,0.847,0.639,0.365
2,424.749,0.750,0.862,0.685,0.417
2,426.421,0.780,0.832,0.648,0.377
3,0.000,0.618,0.784,0.276,0.035
3,1.672,0.651,0.752,0.230,0.009
3,3.344,0.636,0.807,0.202,0.031
3,5.017,0.539,0.804,0.172,0.045
3,6.689,0.453,0.781,0.145,0.023
3,8.361,0.458,0.721,0.128,0.058
3,10.033,0.451,0.713,0.124,0.151
3,11.706,0.367,0.691,0.107,0.093
3,13.378,0.349,0.657,0.102,0.125
3,15.050,0.256,0.632,0.097,0.016
3,16.722,0.193,0.560,0.072,0.083
3,18.395,0.267,0.501,0.220,0.263
3,20.067,0.341,0.462,0.342,0.033
3,21.739,0.412,0.481,0.421,0.046
3,23.411,0.416,0.557,0.473,0.092
3,25.084,0.480,0.609,0.549,0.022
3,26.756,0.542,0.666,0.619,0.132
3,28.428,0.549,0.716,0.636,0.115
3,30.100,0.606,0.716,0.730,0.019
3,31.773,0.567,0.744,0.730,0.011
3,33.445,0.679,0.780,0.833,0.048
3,35.117,0.692,0.817,0.834,0.066
3,36.789,0.725,0.753,0.803,0.229
3,38.462,0.694,0.790,0.791,0.099
3,40.134,0.659,0.838,0.785,0.027
3,41.806,0.638,0.838,0.664,0.046
3,43.478,0.659,0.802,0.577,0.035
3,45.151,0.666,0.782,0.493,0.008
3,46.823,0.648,0.807,0.434,0.141
3,48.495,0.589,0.839,0.373,0.184
3,50.167,0.566,0.815,0.319,0.091
3,51.839,0.608,0.817,0.281,0.127
3,53.512,0.638,0.826,0.221,0.151
3,55.184,0.579,0.846,0.197,0.010
3,56.856,0.592,0.831,0.155,0.301
3,58.528,0.567,0.838,0.121,0.097
3,60.201,0.469,0.887,0.101,0.230
3,61.873,0.436,0.878,0.074,0.330
3,63.545,0.388,0.787,0.069,0.424
3,65.217,0.291,0.747,0.041,0.378
3,66.890,0.210,0.720,0.033,0.399
3,68.562,0.198,0.646,0.019,0.438
3,70.234,0.141,0.542,0.028,0.516
3,71.906,0.176,0.469,0.014,0.551
3,73.579,0.138,0.408,0.092,0.567
3,75.251,0.209,0.369,0.163,0.509
3,76.923,0.259,0.343,0.137,0.405
3,78.595,0.231,0.367,0.126,0.363
3,80.268,0.247,0.369,0.130,0.368
3,81.940,0.263,0.390,0.111,0.582
3,83.612,0.193,0.395,0.098,0.321
3,85.284,0.204,0.339,0.067,0.878
3,86.957,0.227,0.326,0.063,0.666
3,88.629,0.172,0.286,0.052,0.411
3,90.301,0.168,0.244,0.064,0.451
3,91.973,0.148,0.195,0.052,0.568
3,93.645,0.113,0.169,0.038,0.392
3,95.318,0.072,0.150,0.033,0.320
3,96.990,0.105,0.128,0.046,0.297
3,98.662,0.080,0.103,0.021,0.306
3,100.334,0.107,0.097,0.008,0.351
3,102.007,0.135,0.081,0.039,0.354
3,103.679,0.061,0.071,0.019,0.459
3,105.351,0.074,0.088,0.023,0.304
3,107.023,0.112,0.061,0.029,0.538
3,108.696,0.131,0.067,0.028,0.424
3,110.368,0.117,0.050,0.007,0.373
3,112.040,0.123,0.053,0.009,0.461
3,113.712,0.074,0.062,0.007,0.319
3,115.385,0.096,0.032,0.030,0.399
3,117.057,0.051,0.032,0.028,0.420
3,118.729,0.039,0.026,0.029,0.696
3,120.401,0.045,0.023,0.014,0.543
3,122.074,0.072,0.017,0.035,0.564
3,123.746,0.032,0.026,0.008,0.440
3,125.418,0.046,0.022,0.008,0.412
3,127.090,0.053,0.021,0.005,0.433
3,128.763,0.043,0.018,0.014,0.517
3,130.435,0.109,0.015,0.010,0.408
3,132.107,0.045,0.012,0.004,0.635
3,133.779,0.086,0.012,0.018,0.509
3,135.452,0.035,0.036,0.005,0.348
3,137.124,0.043,0.014,0.015,0.448
3,138.796,0.079,0.030,0.004,0.575
3,140.468,0.068,0.014,0.020,0.539
3,142.140,0.059,0.018,0.060,0.425
3,143.813,0.058,0.029,0.124,0.520
3,145.485,0.198,0.016,0.237,0.414
3,147.157,0.271,0.017,0.309,0.313
3,148.829,0.389,0.130,0.401,0.416
3,150.502,0.439,0.230,0.491,0.294
3,152.174,0.478,0.311,0.527,0.528
3,153.846,0.529,0.383,0.531,0.418
3,155.518,0.580,0.449,0.549,0.616
3,157.191,0.569,0.506,0.566,0.376
3,158.863,0.635,0.554,0.568,0.412
3,160.535,0.643,0.547,0.579,0.232
3,162.207,0.749,0.621,0.557,0.391
3,163.880,0.770,0.660,0.632,0.408
3,165.552,0.802,0.733,0.564,0.284
3,167.224,0.796,0.725,0.456,0.207
3,168.896,0.790,0.753,0.416,0.348
3,170.569,0.771,0.739,0.353,0.556
3,172.241,0.747,0.757,0.338,0.612
3,173.913,0.685,0.792,0.302,0.474
3,175.585,0.679,0.819,0.247,0.486
3,177.258,0.655,0.822,0.200,0.506
3,178.930,0.612,0.815,0.176,0.425
3,180.602,0.553,0.756,0.132,0.622
3,182.274,0.460,0.789,0.099,0.288
3,183.946,0.382,0.799,0.087,0.474
3,185.619,0.308,0.787,0.102,0.437
3,187.291,0.275,0.733,0.089,0.652
3,188.963,0.338,0.691,0.214,0.658
3,190.635,0.419,0.690,0.220,0.484
3,192.308,0.422,0.659,0.179,0.776
3,193.980,0.442,0.604,0.156,0.393
3,195.652,0.428,0.622,0.140,0.526
3,197.324,0.426,0.616,0.118,0.643
3,198.997,0.408,0.602,0.116,0.397
3,200.669,0.413,0.650,0.226,0.356
3,202.341,0.555,0.685,0.314,0.455
3,204.013,0.498,0.650,0.415,0.397
3,205.686,0.557,0.699,0.499,0.453
3,207.358,0.634,0.663,0.497,0.551
3,209.030,0.658,0.686,0.541,0.599
3,210.702,0.627,0.715,0.502,0.414
3,212.375,0.740,0.713,0.429,0.478
3,214.047,0.694,0.687,0.357,0.479
3,215.719,0.667,0.679,0.430,0.382
3,217.391,0.645,0.687,0.484,0.475
3,219.064,0.725,0.720,0.577,0.322
3,220.736,0.685,0.749,0.575,0.346
3,222.408,0.773,0.722,0.558,0.341
3,224.080,0.664,0.688,0.582,0.471
3,225.753,0.742,0.702,0.636,0.357
3,227.425,0.671,0.680,0.682,0.541
3,229.097,0.663,0.710,0.770,0.337
3,230.769,0.681,0.723,0.821,0.328
3,232.441,0.748,0.757,0.803,0.640
3,234.114,0.762,0.753,0.807,0.447
3,235.786,0.816,0.731,0.850,0.323
3,237.458,0.816,0.737,0.802,0.449
3,239.130,0.780,0.719,0.758,0.215
3,240.803,0.812,0.782,0.798,0.422
3,242.475,0.767,0.807,0.803,0.526
3,244.147,0.634,0.840,0.786,0.508
3,245.819,0.701,0.859,0.812,0.378
3,247.492,0.778,0.873,0.780,0.445
3,249.164,0.757,0.794,0.860,0.516
3,250.836,0.760,0.807,0.892,0.442
3,252.508,0.673,0.809,0.825,0.343
3,254.181,0.618,0.839,0.744,0.466
3,255.853,0.617,0.820,0.620,0.280
3,257.525,0.626,0.793,0.503,0.422
3,259.197,0.589,0.842,0.402,0.543
3,260.870,0.559,0.828,0.338,0.534
3,262.542,0.656,0.838,0.309,0.651
3,264.214,0.650,0.885,0.248,0.417
3,265.886,0.754,0.893,0.353,0.509
3,267.559,0.699,0.919,0.456,0.527
3,269.231,0.652,0.899,0.553,0.564
3,270.903,0.667,0.900,0.605,0.396
3,272.575,0.652,0.879,0.607,0.432
3,274.247,0.762,0.836,0.607,0.391
3,275.920,0.756,0.821,0.693,0.279
3,277.592,0.780,0.784,0.725,0.349
3,279.264,0.729,0.799,0.713,0.496
3,280.936,0.756,0.840,0.712,0.365
3,282.609,0.752,0.789,0.810,0.520
3,284.281,0.672,0.831,0.754,0.377
3,285.953,0.811,0.798,0.789,0.550
3,287.625,0.728,0.814,0.763,0.486
3,289.298,0.722,0.826,0.779,0.264
3,290.970,0.701,0.804,0.856,0.492
3,292.642,0.791,0.781,0.722,0.414
3,294.314,0.934,0.790,0.624,0.529
3,295.987,0.928,0.837,0.499,0.423
3,297.659,0.892,0.819,0.443,0.455
3,299.331,0.792,0.836,0.382,0.444
3,301.003,0.789,0.844,0.333,0.427
3,302.676,0.807,0.803,0.257,0.434
3,304.348,0.726,0.809,0.224,0.256
3,306.020,0.755,0.770,0.177,0.360
3,307.692,0.762,0.784,0.187,0.355
3,309.365,0.706,0.777,0.144,0.416
3,311.037,0.586,0.823,0.115,0.215
3,312.709,0.530,0.862,0.100,0.241
3,314.381,0.411,0.793,0.132,0.276
3,316.054,0.335,0.801,0.074,0.232
3,317.726,0.358,0.743,0.167,0.246
3,319.398,0.392,0.723,0.258,0.482
3,321.070,0.494,0.714,0.382,0.487
3,322.742,0.537,0.709,0.391,0.684
3,324.415,0.663,0.703,0.330,0.413
3,326.087,0.688,0.747,0.275,0.364
3,327.759,0.654,0.731,0.278,0.593
3,329.431,0.669,0.760,0.426,0.548
3,331.104,0.765,0.764,0.510,0.418
3,332.776,0.786,0.743,0.589,0.443
3,334.448,0.717,0.741,0.631,0.489
3,336.120,0.631,0.710,0.567,0.542
3,337.793,0.658,0.709,0.481,0.328
3,339.465,0.664,0.698,0.414,0.360
3,341.137,0.664,0.712,0.358,0.313
3,342.809,0.680,0.748,0.310,0.400
3,344.482,0.565,0.779,0.270,0.217
3,346.154,0.509,0.796,0.230,0.416
3,347.826,0.468,0.774,0.187,0.313
3,349.498,0.470,0.766,0.243,0.407
3,351.171,0.549,0.768,0.352,0.254
3,352.843,0.666,0.748,0.424,0.099
3,354.515,0.589,0.777,0.479,0.215
3,356.187,0.642,0.794,0.557,0.310
3,357.860,0.583,0.768,0.596,0.337
3,359.532,0.669,0.760,0.671,0.460
3,361.204,0.650,0.787,0.599,0.362
3,362.876,0.628,0.822,0.481,0.365
3,364.548,0.738,0.867,0.389,0.468
3,366.221,0.708,0.794,0.352,0.189
3,367.893,0.779,0.812,0.281,0.076
3,369.565,0.698,0.826,0.273,0.085
3,371.237,0.723,0.807,0.369,0.231
3,372.910,0.767,0.801,0.286,0.263
3,374.582,0.775,0.749,0.249,0.335
3,376.254,0.679,0.757,0.221,0.338
3,377.926,0.682,0.800,0.179,0.298
3,379.599,0.541,0.784,0.137,0.330
3,381.271,0.495,0.761,0.128,0.446
3,382.943,0.408,0.733,0.097,0.575
3,384.615,0.278,0.738,0.070,0.526
3,386.288,0.213,0.669,0.080,0.380
3,387.960,0.175,0.566,0.040,0.515
3,389.632,0.153,0.495,0.038,0.425
3,391.304,0.108,0.431,0.027,0.311
3,392.977,0.082,0.393,0.014,0.155
3,394.649,0.053,0.301,0.015,0.135
3,396.321,0.038,0.277,0.016,0.160
3,397.993,0.057,0.251,0.013,0.072
3,399.666,0.069,0.218,0.010,0.119
3,401.338,0.091,0.203,0.041,0.087
3,403.010,0.093,0.187,0.139,0.169
3,404.682,0.185,0.153,0.261,0.023
3,406.355,0.277,0.175,0.346,0.033
3,408.027,0.405,0.205,0.409,0.126
3,409.699,0.499,0.281,0.443,0.060
3,411.371,0.597,0.357,0.568,0.153
3,413.043,0.678,0.454,0.605,0.069
3,414.716,0.618,0.479,0.533,0.225
3,416.388,0.654,0.525,0.453,0.036
3,418.060,0.612,0.593,0.389,0.172
3,419.732,0.683,0.657,0.331,0.063
3,421.405,0.689,0.690,0.279,0.035
3,423.077,0.703,0.731,0.254,0.046
3,424.749,0.660,0.759,0.225,0.033
3,426.421,0.652,0.745,0.175,0.176
4,0.000,0.592,0.784,0.665,0.380
4,1.672,0.581,0.797,0.748,0.458
4,3.344,0.749,0.767,0.726,0.556
4,5.017,0.696,0.774,0.784,0.599
4,6.689,0.686,0.791,0.740,0.368
4,8.361,0.725,0.849,0.742,0.658
4,10.033,0.688,0.821,0.709,0.359
4,11.706,0.710,0.813,0.698,0.545
4,13.378,0.676,0.794,0.649,0.395
4,15.050,0.693,0.832,0.591,0.414
4,16.722,0.616,0.806,0.514,0.510
4,18.395,0.608,0.794,0.454,0.592
4,20.067,0.700,0.769,0.377,0.626
4,21.739,0.698,0.719,0.314,0.390
4,23.411,0.739,0.732,0.270,0.432
4,25.084,0.691,0.777,0.262,0.425
4,26.756,0.797,0.728,0.345,0.635
4,28.428,0.792,0.751,0.354,0.456
4,30.100,0.731,0.726,0.322,0.427
4,31.773,0.699,0.752,0.295,0.522
4,33.445,0.668,0.778,0.229,0.533
4,35.117,0.682,0.763,0.318,0.510
4,36.789,0.579,0.789,0.416,0.379
4,38.462,0.566,0.739,0.492,0.350
4,40.134,0.622,0.774,0.557,0.465
4,41.806,0.639,0.797,0.627,0.220
4,43.478,0.622,0.818,0.663,0.324
4,45.151,0.698,0.807,0.677,0.500
4,46.823,0.761,0.820,0.674,0.593
4,48.495,0.682,0.793,0.708,0.611
4,50.167,0.832,0.807,0.695,0.444
4,51.839,0.831,0.799,0.695,0.399
4,53.512,0.810,0.783,0.622,0.562
4,55.184,0.808,0.762,0.517,0.507
4,56.856,0.782,0.829,0.412,0.583
4,58.528,0.786,0.793,0.313,0.660
4,60.201,0.798,0.845,0.273,0.561
4,61.873,0.766,0.846,0.244,0.328
4,63.545,0.684,0.855,0.204,0.510
4,65.217,0.647,0.836,0.175,0.547
4,66.890,0.554,0.862,0.152,0.494
4,68.562,0.533,0.868,0.136,0.384
4,70.234,0.484,0.840,0.104,0.512
4,71.906,0.407,0.741,0.082,0.192
4,73.579,0.267,0.716,0.068,0.319
4,75.251,0.209,0.666,0.062,0.347
4,76.923,0.229,0.583,0.192,0.288
4,78.595,0.367,0.576,0.229,0.430
4,80.268,0.363,0.602,0.321,0.589
4,81.940,0.466,0.613,0.378,0.643
4,83.612,0.455,0.619,0.473,0.370
4,85.284,0.547,0.642,0.533,0.373
4,86.957,0.531,0.698,0.483,0.280
4,88.629,0.481,0.698,0.404,0.286
4,90.301,0.537,0.733,0.343,0.439
4,91.973,0.598,0.771,0.305,0.571
4,93.645,0.556,0.724,0.266,0.422
4,95.318,0.612,0.758,0.221,0.576
4,96.990,0.578,0.766,0.184,0.268
4,98.662,0.527,0.745,0.146,0.330
4,100.334,0.465,0.757,0.140,0.408
4,102.007,0.441,0.735,0.117,0.421
4,103.679,0.366,0.751,0.124,0.506
4,105.351,0.387,0.738,0.085,0.227
4,107.023,0.259,0.695,0.075,0.082
4,108.696,0.171,0.621,0.066,0.094
4,110.368,0.194,0.506,0.168,0.140
4,112.040,0.308,0.487,0.236,0.537
4,113.712,0.379,0.496,0.201,0.499
4,115.385,0.383,0.501,0.162,0.403
4,117.057,0.429,0.560,0.144,0.423
4,118.729,0.377,0.579,0.233,0.602
4,120.401,0.492,0.629,0.296,0.360
4,122.074,0.691,0.671,0.402,0.476
4,123.746,0.648,0.688,0.462,0.358
4,125.418,0.735,0.690,0.484,0.453
4,127.090,0.689,0.685,0.501,0.689
4,128.763,0.711,0.703,0.584,0.280
4,130.435,0.793,0.721,0.587,0.357
4,132.107,0.713,0.737,0.638,0.514
4,133.779,0.799,0.749,0.631,0.538
4,135.452,0.676,0.723,0.535,0.593
4,137.124,0.712,0.789,0.457,0.744
4,138.796,0.710,0.782,0.368,0.499
4,140.468,0.687,0.736,0.322,0.478
4,142.140,0.596,0.802,0.263,0.627
4,143.813,0.579,0.866,0.229,0.475
4,145.485,0.631,0.886,0.191,0.508
4,147.157,0.657,0.876,0.267,0.405
4,148.829,0.620,0.853,0.330,0.452
4,150.502,0.654,0.817,0.411,0.562
4,152.174,0.630,0.800,0.521,0.363
4,153.846,0.669,0.789,0.512,0.447
4,155.518,0.787,0.792,0.446,0.585
4,157.191,0.752,0.819,0.398,0.307
4,158.863,0.777,0.812,0.340,0.483
4,160.535,0.704,0.787,0.272,0.263
4,162.207,0.742,0.769,0.235,0.511
4,163.880,0.637,0.741,0.239,0.570
4,165.552,0.672,0.721,0.306,0.420
4,167.224,0.680,0.750,0.440,0.478
4,168.896,0.774,0.765,0.476,0.537
4,170.569,0.757,0.757,0.521,0.447
4,172.241,0.665,0.691,0.576,0.423
4,173.913,0.685,0.698,0.619,0.512
4,175.585,0.767,0.734,0.694,0.577
4,177.258,0.771,0.734,0.740,0.374
4,178.930,0.843,0.743,0.632,0.370
4,180.602,0.778,0.728,0.519,0.484
4,182.274,0.745,0.739,0.418,0.607
4,183.946,0.695,0.757,0.326,0.263
4,185.619,0.737,0.801,0.282,0.227
4,187.291,0.870,0.811,0.231,0.198
4,188.963,0.720,0.788,0.224,0.096
4,190.635,0.742,0.749,0.182,0.029
4,192.308,0.679,0.749,0.165,0.088
4,193.980,0.620,0.779,0.174,0.082
4,195.652,0.550,0.757,0.141,0.031
4,197.324,0.439,0.783,0.112,0.074
4,198.997,0.353,0.754,0.098,0.048
4,200.669,0.286,0.790,0.094,0.069
4,202.341,0.267,0.688,0.078,0.037
4,204.013,0.171,0.632,0.076,0.029
4,205.686,0.126,0.548,0.048,0.007
4,207.358,0.127,0.486,0.057,0.081
4,209.030,0.128,0.412,0.178,0.091
4,210.702,0.205,0.344,0.324,0.091
4,212.375,0.323,0.360,0.448,0.020
4,214.047,0.483,0.368,0.509,0.059
4,215.719,0.561,0.435,0.542,0.005
4,217.391,0.672,0.473,0.596,0.046
4,219.064,0.655,0.482,0.676,0.045
4,220.736,0.667,0.508,0.658,0.051
4,222.408,0.590,0.534,0.667,0.014
4,224.080,0.553,0.598,0.662,0.096
4,225.753,0.578,0.629,0.734,0.184
4,227.425,0.678,0.682,0.753,0.142
4,229.097,0.671,0.734,0.815,0.098
4,230.769,0.667,0.737,0.775,0.281
4,232.441,0.655,0.748,0.795,0.392
4,234.114,0.685,0.715,0.824,0.251
4,235.786,0.676,0.707,0.821,0.427
4,237.458,0.648,0.702,0.857,0.342
4,239.130,0.679,0.715,0.794,0.419
4,240.803,0.733,0.748,0.650,0.452
4,242.475,0.630,0.764,0.555,0.590
4,244.147,0.638,0.793,0.454,0.401
4,245.819,0.671,0.741,0.412,0.404
4,247.492,0.668,0.727,0.356,0.353
4,249.164,0.704,0.778,0.303,0.283
4,250.836,0.627,0.793,0.289,0.556
4,252.508,0.747,0.812,0.218,0.379
4,254.181,0.637,0.802,0.175,0.453
4,255.853,0.633,0.779,0.170,0.632
4,257.525,0.545,0.770,0.124,0.480
4,259.197,0.478,0.801,0.127,0.534
4,260.870,0.432,0.780,0.112,0.472
4,262.542,0.351,0.763,0.096,0.644
4,264.214,0.275,0.692,0.095,0.494
4,265.886,0.235,0.642,0.088,0.576
4,267.559,0.182,0.545,0.074,0.464
4,269.231,0.167,0.497,0.066,0.485
4,270.903,0.124,0.435,0.041,0.345
4,272.575,0.077,0.352,0.046,0.158
4,274.247,0.057,0.325,0.096,0.190
4,275.920,0.138,0.281,0.197,0.045
4,277.592,0.264,0.276,0.295,0.008
4,279.264,0.468,0.317,0.361,0.019
4,280.936,0.548,0.416,0.407,0.077
4,282.609,0.560,0.428,0.466,0.075
4,284.281,0.538,0.509,0.497,0.077
4,285.953,0.626,0.569,0.534,0.114
4,287.625,0.718,0.601,0.546,0.187
4,289.298,0.676,0.606,0.617,0.077
4,290.970,0.711,0.614,0.654,0.097
4,292.642,0.719,0.657,0.672,0.040
4,294.314,0.702,0.676,0.722,0.126
4,295.987,0.692,0.697,0.715,0.019
4,297.659,0.625,0.712,0.753,0.182
4,299.331,0.673,0.728,0.773,0.165
4,301.003,0.745,0.738,0.804,0.075
4,302.676,0.720,0.742,0.825,0.081
4,304.348,0.745,0.764,0.843,0.155
4,306.020,0.709,0.778,0.867,0.140
4,307.692,0.757,0.792,0.791,0.021
4,309.365,0.802,0.830,0.663,0.052
4,311.037,0.725,0.829,0.556,0.154
4,312.709,0.750,0.782,0.474,0.045
4,314.381,0.779,0.764,0.404,0.042
4,316.054,0.628,0.736,0.345,0.060
4,317.726,0.713,0.757,0.468,0.130
4,319.398,0.737,0.740,0.481,0.406
4,321.070,0.728,0.730,0.515,0.427
4,322.742,0.763,0.741,0.568,0.321
4,324.415,0.707,0.753,0.551,0.405
4,326.087,0.747,0.788,0.444,0.331
4,327.759,0.710,0.812,0.397,0.402
4,329.431,0.770,0.810,0.317,0.325
4,331.104,0.762,0.806,0.288,0.307
4,332.776,0.709,0.757,0.282,0.397
4,334.448,0.650,0.779,0.323,0.380
4,336.120,0.656,0.772,0.400,0.514
4,337.793,0.687,0.774,0.466,0.697
4,339.465,0.756,0.800,0.491,0.532
4,341.137,0.646,0.774,0.529,0.567
4,342.809,0.581,0.798,0.580,0.492
4,344.482,0.581,0.754,0.613,0.741
4,346.154,0.544,0.802,0.662,0.321
4,347.826,0.607,0.797,0.744,0.693
4,349.498,0.661,0.802,0.729,0.275
4,351.171,0.657,0.818,0.717,0.103
4,352.843,0.770,0.827,0.748,0.122
4,354.515,0.761,0.783,0.791,0.076
4,356.187,0.684,0.750,0.734,0.118
4,357.860,0.615,0.734,0.706,0.040
4,359.532,0.674,0.749,0.742,0.054
4,361.204,0.671,0.747,0.750,0.112
4,362.876,0.695,0.724,0.744,0.007
4,364.548,0.695,0.740,0.727,0.051
4,366.221,0.648,0.742,0.648,0.017
4,367.893,0.680,0.706,0.580,0.043
4,369.565,0.613,0.699,0.471,0.029
4,371.237,0.645,0.744,0.405,0.057
4,372.910,0.708,0.747,0.338,0.020
4,374.582,0.678,0.758,0.276,0.014
4,376.254,0.603,0.723,0.313,0.320
4,377.926,0.610,0.729,0.394,0.455
4,379.599,0.491,0.765,0.453,0.537
4,381.271,0.530,0.757,0.558,0.240
4,382.943,0.599,0.731,0.532,0.293
4,384.615,0.594,0.786,0.453,0.050
4,386.288,0.695,0.795,0.373,0.179
4,387.960,0.733,0.785,0.356,0.100
4,389.632,0.739,0.797,0.396,0.068
4,391.304,0.686,0.828,0.482,0.005
4,392.977,0.654,0.800,0.487,0.003
4,394.649,0.727,0.770,0.533,0.075
